"Población total, indicadores socioeconómicos, índice y grado de marginación por municipio, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Clave de la entidad federativa,Nombre de la entidad,Clave del municipio,Nombre del municipio,Población total,% Población de 15 años o más analfabeta ,% Población  de 15 años o más sin educación básica,% Ocupantes en viviendas particulares sin drenaje ni excusado,% Ocupantes en viviendas particulares sin energía eléctrica,% Ocupantes en viviendas particulares sin agua entubada,% Ocupantes en viviendas particulares con piso de tierra,% Viviendas particulares con hacinamiento,% Población en localidades con menos de 5 000 habitantes,% Población ocupada con ingresos menores a 2 salarios mínimos,"Índice de marginación, 2020","Grado de marginación, 2020","Índice de marginación normalizado, 2020",Lugar que ocupa en el contexto nacional
,,,,,,,,,,,,,,,,,
CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,SBASC,OVSDE,OVSEE,OVSAE,OVPT,VHAC,PL.5000,PO2SM,IM_2020,GM_2020,IMN_2020,
,,,,,,,,,,,,,,,,,
26,Sonora,26060,Sáric, 2 058,4.02,48.15,2.38,1.37,1.72,0.76,13.69,100.00,93.45,55.378,Bajo,0.87, 1 487
26,Sonora,26061,Soyopa, 1 368,6.01,49.71,3.07,1.10,3.07,2.27,17.78,100.00,59.42,55.930,Bajo,0.88, 1 638
26,Sonora,26062,Suaqui Grande, 1 114,3.67,52.18,0.27,1.44,0.18,0.36,11.68,100.00,72.98,56.569,Muy bajo,0.89, 1 822
26,Sonora,26063,Tepache, 1 178,2.81,43.13,0.34,0.43,0.00,0.00,7.30,100.00,79.01,57.217,Muy bajo,0.90, 1 969
26,Sonora,26064,Trincheras, 1 381,4.04,45.62,0.80,1.16,0.80,1.46,12.37,100.00,75.78,56.450,Bajo,0.88, 1 783
26,Sonora,26065,Tubutama, 1 473,3.77,49.65,1.56,1.97,1.97,0.07,11.09,100.00,80.46,55.941,Bajo,0.88, 1 641
26,Sonora,26066,Ures, 8 548,2.75,36.87,0.67,0.68,0.41,0.80,11.22,100.00,69.99,57.354,Muy bajo,0.90, 2 007
26,Sonora,26067,Villa Hidalgo, 1 429,3.02,43.13,1.05,0.56,0.91,1.54,8.50,100.00,61.18,57.501,Muy bajo,0.90, 2 041
26,Sonora,26068,Villa Pesqueira, 1 043,2.44,41.81,3.46,1.73,1.92,1.92,7.20,100.00,70.89,56.595,Muy bajo,0.89, 1 830
26,Sonora,26069,Yécora, 4 793,9.03,51.58,1.76,3.56,6.69,12.35,19.51,100.00,79.29,53.188,Medio,0.83,  926
26,Sonora,26070,General Plutarco Elías Calles, 13 627,3.09,31.46,0.54,0.77,1.04,1.28,21.67,16.05,88.38,57.533,Muy bajo,0.90, 2 051
26,Sonora,26071,Benito Juárez, 21 692,3.95,30.31,1.18,1.06,1.41,1.81,28.98,39.36,79.09,56.855,Muy bajo,0.89, 1 885
26,Sonora,26072,San Ignacio Río Muerto, 14 279,4.27,36.70,1.69,1.96,4.75,6.30,31.95,43.03,83.93,55.374,Bajo,0.87, 1 485
27,Tabasco,27001,Balancán, 58 524,8.56,39.27,2.86,1.94,7.24,4.54,32.48,66.49,87.57,53.966,Medio,0.85, 1 127
27,Tabasco,27002,Cárdenas, 243 229,5.92,35.92,2.56,0.50,5.10,4.71,25.73,59.86,72.93,55.974,Bajo,0.88, 1 651
27,Tabasco,27003,Centla, 107 731,5.43,28.64,3.53,0.92,17.03,6.27,31.37,69.95,84.23,54.036,Medio,0.85, 1 140
27,Tabasco,27004,Centro, 683 607,3.02,21.59,0.42,0.14,1.30,1.78,21.96,24.69,63.38,58.731,Muy bajo,0.92, 2 284
27,Tabasco,27005,Comalcalco, 214 877,5.71,33.10,1.66,0.23,2.55,3.36,26.53,66.03,75.69,56.329,Bajo,0.88, 1 757
27,Tabasco,27006,Cunduacán, 137 257,5.55,34.97,2.59,0.32,7.60,3.58,26.86,80.46,75.58,55.471,Bajo,0.87, 1 515
27,Tabasco,27007,Emiliano Zapata, 32 181,5.35,30.52,0.54,0.32,0.93,1.33,25.98,30.18,79.88,57.275,Muy bajo,0.90, 1 982
27,Tabasco,27008,Huimanguillo, 190 885,7.38,37.87,1.90,1.06,15.10,4.90,28.76,72.84,79.28,54.202,Medio,0.85, 1 183
27,Tabasco,27009,Jalapa, 37 749,5.59,32.69,2.54,0.57,3.65,2.07,25.18,86.75,85.62,55.508,Bajo,0.87, 1 524
27,Tabasco,27010,Jalpa de Méndez, 91 185,4.86,26.57,2.13,0.36,5.69,2.89,26.48,68.55,73.60,56.332,Bajo,0.88, 1 759
27,Tabasco,27011,Jonuta, 30 798,8.29,37.11,4.51,1.46,5.99,10.75,35.91,76.01,89.19,53.318,Medio,0.83,  963
27,Tabasco,27012,Macuspana, 158 601,5.49,30.06,2.70,0.85,22.69,4.89,31.25,60.29,72.11,54.329,Medio,0.85, 1 208
27,Tabasco,27013,Nacajuca, 150 300,5.15,21.87,0.86,0.17,1.27,2.42,23.87,49.07,65.47,57.780,Muy bajo,0.90, 2 116
27,Tabasco,27014,Paraíso, 96 741,3.27,26.51,1.35,0.23,3.08,1.38,22.03,67.04,64.35,57.577,Muy bajo,0.90, 2 065
27,Tabasco,27015,Tacotalpa, 47 905,7.04,36.69,5.12,0.67,3.99,5.03,34.22,83.91,83.81,54.328,Medio,0.85, 1 206
27,Tabasco,27016,Teapa, 58 718,8.19,36.98,1.08,0.52,4.92,2.75,31.98,50.50,80.11,55.550,Bajo,0.87, 1 538
27,Tabasco,27017,Tenosique, 62 310,7.71,34.83,4.02,1.70,8.70,3.97,30.74,43.92,80.89,54.735,Bajo,0.86, 1 320
28,Tamaulipas,28001,Abasolo, 9 822,6.32,42.67,0.99,0.76,3.42,0.85,18.71,46.50,85.49,56.328,Bajo,0.88, 1 756
28,Tamaulipas,28002,Aldama, 28 725,6.03,42.56,0.71,1.89,3.34,1.39,19.13,50.10,81.24,56.155,Bajo,0.88, 1 702
28,Tamaulipas,28003,Altamira, 269 790,2.66,26.70,0.19,0.49,1.21,1.42,19.57,8.30,63.11,58.988,Muy bajo,0.92, 2 319
28,Tamaulipas,28004,Antiguo Morelos, 8 850,7.47,40.61,1.26,0.85,9.21,2.93,19.95,100.00,89.10,54.493,Medio,0.85, 1 248
28,Tamaulipas,28005,Burgos, 4 256,4.91,51.71,0.76,1.59,6.58,1.07,15.65,100.00,85.61,55.063,Bajo,0.86, 1 413
28,Tamaulipas,28006,Bustamante, 7 542,15.37,53.01,3.36,2.14,44.53,7.80,31.62,100.00,93.67,48.444,Muy alto,0.76,  181
28,Tamaulipas,28007,Camargo, 16 546,4.24,44.38,0.31,0.38,0.39,0.48,11.30,43.35,89.26,57.283,Muy bajo,0.90, 1 986
28,Tamaulipas,28008,Casas, 4 143,11.86,55.39,1.43,1.74,22.70,2.64,25.92,100.00,90.35,51.780,Alto,0.81,  607
28,Tamaulipas,28009,Ciudad Madero, 205 933,1.36,17.26,0.12,0.26,0.81,0.83,13.33,0.00,50.72,60.459,Muy bajo,0.95, 2 443
28,Tamaulipas,28010,Cruillas, 1 671,7.63,48.67,0.90,3.30,4.86,2.58,18.87,100.00,82.51,54.328,Medio,0.85, 1 207
28,Tamaulipas,28011,Gómez Farías, 8 288,6.81,34.12,2.01,0.76,5.22,2.46,23.90,100.00,86.48,54.975,Bajo,0.86, 1 380
28,Tamaulipas,28012,González, 41 470,7.86,45.72,1.13,0.81,2.39,3.61,25.71,44.33,84.22,55.670,Bajo,0.87, 1 566
28,Tamaulipas,28013,Güémez, 15 032,4.86,43.22,0.93,0.50,4.47,3.55,23.25,100.00,90.85,55.040,Bajo,0.86, 1 404
28,Tamaulipas,28014,Guerrero, 3 803,2.40,44.07,0.40,4.20,4.60,0.88,7.01,100.00,77.16,55.860,Bajo,0.87, 1 618
28,Tamaulipas,28015,Gustavo Díaz Ordaz, 15 677,4.33,38.97,0.34,0.22,1.62,0.68,15.05,23.03,90.93,57.429,Muy bajo,0.90, 2 027
28,Tamaulipas,28016,Hidalgo, 17 012,5.29,43.29,0.97,0.80,3.33,4.02,19.99,64.02,91.92,55.657,Bajo,0.87, 1 561
28,Tamaulipas,28017,Jaumave, 15 994,6.11,39.45,1.90,1.55,5.33,5.61,22.57,60.70,83.33,55.321,Bajo,0.87, 1 476
28,Tamaulipas,28018,Jiménez, 6 375,4.48,32.89,0.66,1.19,0.80,0.90,19.16,100.00,86.27,56.075,Bajo,0.88, 1 674
28,Tamaulipas,28019,Llera, 14 645,6.94,41.34,1.00,2.02,5.49,4.83,20.70,100.00,89.79,54.394,Medio,0.85, 1 225
28,Tamaulipas,28020,Mainero, 2 048,4.48,48.93,1.68,0.74,0.89,4.93,14.20,100.00,92.74,55.352,Bajo,0.87, 1 478
28,Tamaulipas,28021,El Mante, 106 144,4.23,28.86,0.46,0.30,0.63,1.52,17.46,25.09,79.07,58.015,Muy bajo,0.91, 2 164
28,Tamaulipas,28022,Matamoros, 541 979,2.19,25.62,0.18,0.56,2.08,1.27,18.32,5.76,85.29,58.265,Muy bajo,0.91, 2 200
28,Tamaulipas,28023,Méndez, 4 280,5.82,52.65,1.26,3.93,11.37,2.15,17.63,100.00,84.38,53.702,Medio,0.84, 1 058
28,Tamaulipas,28024,Mier, 6 385,2.48,30.52,0.06,0.42,0.98,0.42,7.55,5.07,91.42,58.585,Muy bajo,0.92, 2 259
28,Tamaulipas,28025,Miguel Alemán, 26 237,2.82,34.10,0.12,0.09,0.17,0.33,7.54,29.14,86.75,58.386,Muy bajo,0.91, 2 227
28,Tamaulipas,28026,Miquihuana, 3 704,13.54,50.55,1.81,2.66,27.10,5.72,26.08,100.00,95.54,50.624,Alto,0.79,  417
28,Tamaulipas,28027,Nuevo Laredo, 425 058,2.06,25.73,0.08,0.18,0.45,1.19,18.14,0.29,77.23,58.937,Muy bajo,0.92, 2 313
28,Tamaulipas,28028,Nuevo Morelos, 3 810,5.51,39.32,1.52,0.79,1.87,2.50,19.70,100.00,80.64,55.756,Bajo,0.87, 1 589
28,Tamaulipas,28029,Ocampo, 13 190,6.69,38.81,0.94,2.13,5.29,4.44,22.84,58.64,84.27,55.287,Bajo,0.87, 1 466
28,Tamaulipas,28030,Padilla, 13 618,5.01,33.34,0.84,0.34,1.28,3.05,22.70,59.38,86.81,56.485,Bajo,0.88, 1 796
28,Tamaulipas,28031,Palmillas, 1 917,6.04,45.38,0.43,4.69,6.76,3.51,17.98,100.00,90.68,53.828,Medio,0.84, 1 098
28,Tamaulipas,28032,Reynosa, 704 767,1.85,23.04,0.06,0.12,0.35,1.17,17.13,1.87,85.69,58.774,Muy bajo,0.92, 2 293
28,Tamaulipas,28033,Río Bravo, 132 484,3.44,33.17,0.23,0.52,1.15,1.37,22.01,8.23,87.24,57.680,Muy bajo,0.90, 2 090
28,Tamaulipas,28034,San Carlos, 7 411,5.84,50.71,1.76,3.38,11.83,7.00,23.89,100.00,91.20,52.932,Medio,0.83,  860
28,Tamaulipas,28035,San Fernando, 51 405,4.95,38.97,0.66,1.46,6.39,2.55,23.15,45.11,73.77,56.349,Bajo,0.88, 1 761
28,Tamaulipas,28036,San Nicolás,  926,6.57,43.88,3.38,13.30,81.79,2.94,34.30,100.00,93.28,43.877,Muy alto,0.69,  42
28,Tamaulipas,28037,Soto la Marina, 23 673,7.14,44.20,0.85,2.35,7.39,3.50,23.01,52.22,82.45,55.074,Bajo,0.86, 1 420
28,Tamaulipas,28038,Tampico, 297 562,1.49,19.22,0.10,0.06,0.30,0.41,13.99,0.06,60.61,60.111,Muy bajo,0.94, 2 426
28,Tamaulipas,28039,Tula, 28 230,8.34,45.18,0.83,1.57,17.10,5.91,26.38,61.12,85.16,53.708,Medio,0.84, 1 061
28,Tamaulipas,28040,Valle Hermoso, 60 055,3.30,34.89,0.54,1.00,1.77,0.69,17.62,19.79,86.22,57.539,Muy bajo,0.90, 2 055
28,Tamaulipas,28041,Victoria, 349 688,1.76,18.22,0.21,0.33,1.75,1.76,14.82,5.03,64.91,59.527,Muy bajo,0.93, 2 368
28,Tamaulipas,28042,Villagrán, 5 361,4.94,53.83,1.87,2.29,1.65,3.60,20.79,100.00,85.58,54.694,Bajo,0.86, 1 310
28,Tamaulipas,28043,Xicoténcatl, 22 229,5.10,27.80,0.80,0.53,2.06,2.06,18.36,53.54,74.62,57.335,Muy bajo,0.90, 1 997
29,Tlaxcala,29001,Amaxac de Guerrero, 11 403,1.49,19.02,1.05,0.19,0.33,0.86,19.73,8.65,77.45,58.892,Muy bajo,0.92, 2 309
29,Tlaxcala,29002,Apetatitlán de Antonio Carvajal, 16 003,1.38,19.08,0.52,0.15,0.47,0.84,15.45,100.00,72.35,57.893,Muy bajo,0.91, 2 141
29,Tlaxcala,29003,Atlangatepec, 7 087,5.53,33.47,4.70,1.47,0.97,1.10,25.54,100.00,85.42,55.060,Bajo,0.86, 1 412
29,Tlaxcala,29004,Atltzayanca, 18 111,6.11,39.95,2.42,0.47,1.46,1.62,34.08,100.00,91.58,54.633,Bajo,0.86, 1 290
29,Tlaxcala,29005,Apizaco, 80 725,1.99,19.74,0.22,0.14,0.42,0.47,13.54,10.43,71.87,59.415,Muy bajo,0.93, 2 359
29,Tlaxcala,29006,Calpulalpan, 51 172,3.12,25.54,0.47,0.56,1.30,1.26,23.43,26.32,79.63,57.818,Muy bajo,0.91, 2 122
29,Tlaxcala,29007,El Carmen Tequexquitla, 17 332,9.62,40.56,4.81,0.50,7.30,1.53,34.52,19.20,76.49,55.211,Bajo,0.86, 1 447
29,Tlaxcala,29008,Cuapiaxtla, 16 222,5.65,38.71,0.96,0.36,0.48,1.03,31.52,37.92,83.64,56.476,Bajo,0.88, 1 795
29,Tlaxcala,29009,Cuaxomulco, 5 928,2.28,26.37,2.49,0.43,0.83,0.65,23.25,100.00,83.25,56.462,Bajo,0.88, 1 788
29,Tlaxcala,29010,Chiautempan, 73 215,2.18,22.77,0.37,0.17,0.24,1.34,21.48,27.10,80.34,58.273,Muy bajo,0.91, 2 203
29,Tlaxcala,29011,Muñoz de Domingo Arenas, 4 755,3.07,28.54,0.80,0.34,1.66,0.51,19.79,100.00,85.53,56.544,Muy bajo,0.89, 1 815
29,Tlaxcala,29012,Españita, 9 416,4.78,34.69,1.56,0.69,1.01,1.19,29.07,100.00,82.61,55.641,Bajo,0.87, 1 559
29,Tlaxcala,29013,Huamantla, 98 764,4.56,33.36,1.15,0.56,1.05,1.98,28.90,18.41,82.07,57.079,Muy bajo,0.89, 1 937
29,Tlaxcala,29014,Hueyotlipan, 15 190,4.72,34.16,1.19,0.42,0.55,1.02,24.08,61.09,85.86,56.572,Muy bajo,0.89, 1 824
29,Tlaxcala,29015,Ixtacuixtla de Mariano Matamoros, 38 970,2.92,28.14,0.88,0.32,2.23,2.20,20.28,69.03,84.68,56.917,Muy bajo,0.89, 1 898
29,Tlaxcala,29016,Ixtenco, 7 504,3.67,27.69,0.41,0.97,0.48,4.00,26.20,0.91,85.27,57.539,Muy bajo,0.90, 2 054
29,Tlaxcala,29017,Mazatecochco de José María Morelos, 11 592,4.48,39.51,0.21,0.72,0.27,10.68,34.08,0.10,91.60,56.179,Bajo,0.88, 1 709
29,Tlaxcala,29018,Contla de Juan Cuamatzi, 38 579,3.43,25.62,1.48,0.22,0.31,2.36,28.87,21.16,85.62,57.355,Muy bajo,0.90, 2 008
29,Tlaxcala,29019,Tepetitla de Lardizábal, 22 274,1.82,27.43,0.31,0.27,0.57,4.42,23.06,22.05,80.55,57.938,Muy bajo,0.91, 2 147
29,Tlaxcala,29020,Sanctórum de Lázaro Cárdenas, 9 432,4.41,30.23,0.77,0.24,0.30,1.53,25.01,44.24,81.00,57.218,Muy bajo,0.90, 1 970
29,Tlaxcala,29021,Nanacamilpa de Mariano Arista, 18 686,4.45,33.43,0.27,0.47,0.45,1.64,21.84,28.28,85.82,57.331,Muy bajo,0.90, 1 996
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo, 6 432,2.34,22.34,0.23,0.22,0.20,1.66,21.96,100.00,82.61,56.967,Muy bajo,0.89, 1 914
29,Tlaxcala,29023,Natívitas, 26 309,2.92,31.29,0.75,0.59,1.33,2.68,25.30,100.00,83.84,56.114,Bajo,0.88, 1 684
29,Tlaxcala,29024,Panotla, 28 357,2.72,19.29,1.24,0.45,0.49,1.93,17.01,69.33,70.87,57.946,Muy bajo,0.91, 2 150
29,Tlaxcala,29025,San Pablo del Monte, 82 688,5.99,40.41,0.75,0.67,2.33,3.47,33.00,1.19,72.52,56.947,Muy bajo,0.89, 1 903
29,Tlaxcala,29026,Santa Cruz Tlaxcala, 24 116,2.50,24.37,1.21,0.59,0.34,1.16,19.79,36.14,75.51,58.093,Muy bajo,0.91, 2 175
29,Tlaxcala,29027,Tenancingo, 12 974,5.29,40.22,0.16,0.21,0.42,2.45,23.14,0.63,83.19,57.546,Muy bajo,0.90, 2 058
29,Tlaxcala,29028,Teolocholco, 25 257,4.16,26.96,1.15,0.48,0.76,2.59,24.80,24.19,83.78,57.353,Muy bajo,0.90, 2 005
29,Tlaxcala,29029,Tepeyanco, 13 328,1.96,22.15,0.24,0.14,0.30,1.54,19.80,100.00,83.69,57.106,Muy bajo,0.89, 1 947
29,Tlaxcala,29030,Terrenate, 15 475,7.55,41.11,1.91,1.01,0.71,1.14,30.62,63.53,85.18,55.418,Bajo,0.87, 1 500
29,Tlaxcala,29031,Tetla de la Solidaridad, 35 284,3.12,25.34,1.42,0.45,0.79,0.80,18.99,11.80,79.48,58.260,Muy bajo,0.91, 2 197
29,Tlaxcala,29032,Tetlatlahuca, 13 561,1.75,26.65,0.45,0.43,0.87,1.11,19.76,100.00,82.75,56.921,Muy bajo,0.89, 1 899
29,Tlaxcala,29033,Tlaxcala, 99 896,1.24,13.16,0.20,0.21,0.22,0.66,11.16,11.90,61.43,60.164,Muy bajo,0.94, 2 429
29,Tlaxcala,29034,Tlaxco, 45 438,6.10,38.40,2.53,0.50,0.85,1.47,29.04,60.43,89.35,55.679,Bajo,0.87, 1 570
29,Tlaxcala,29035,Tocatlán, 6 294,2.82,31.79,1.16,0.38,0.35,0.64,26.68,1.02,86.24,57.772,Muy bajo,0.90, 2 113
29,Tlaxcala,29036,Totolac, 22 529,1.69,15.63,0.52,0.29,0.48,0.88,16.16,66.34,71.07,58.463,Muy bajo,0.92, 2 236
29,Tlaxcala,29037,Ziltlaltépec de Trinidad Sánchez Santos, 9 207,9.24,46.71,1.10,0.82,4.05,6.53,41.03,24.77,92.81,54.395,Medio,0.85, 1 226
29,Tlaxcala,29038,Tzompantepec, 18 006,2.18,21.99,1.29,0.74,3.06,0.58,18.38,29.87,75.88,58.109,Muy bajo,0.91, 2 177
29,Tlaxcala,29039,Xaloztoc, 25 607,2.83,26.78,1.56,0.42,0.57,1.12,24.88,53.77,83.34,57.150,Muy bajo,0.89, 1 954
29,Tlaxcala,29040,Xaltocan, 10 601,3.65,27.27,1.15,0.88,1.02,1.69,21.20,100.00,87.98,56.134,Bajo,0.88, 1 695
29,Tlaxcala,29041,Papalotla de Xicohténcatl, 33 499,2.69,26.12,0.48,0.36,0.38,2.64,22.71,14.45,80.64,58.087,Muy bajo,0.91, 2 172
29,Tlaxcala,29042,Xicohtzinco, 14 197,1.69,22.50,0.62,0.27,0.30,3.09,16.10,0.00,77.62,58.963,Muy bajo,0.92, 2 317
29,Tlaxcala,29043,Yauhquemehcan, 42 242,1.72,17.88,0.44,0.30,0.24,0.52,12.79,41.77,76.29,58.812,Muy bajo,0.92, 2 300
29,Tlaxcala,29044,Zacatelco, 45 717,2.32,22.64,0.37,0.23,0.62,3.50,20.37,0.28,85.19,58.371,Muy bajo,0.91, 2 223
29,Tlaxcala,29045,Benito Juárez, 6 211,4.05,33.27,0.50,0.35,0.05,0.53,26.63,0.42,74.31,58.149,Muy bajo,0.91, 2 181
29,Tlaxcala,29046,Emiliano Zapata, 4 951,6.80,38.33,2.44,0.91,0.34,1.11,31.93,100.00,96.70,54.507,Medio,0.85, 1 253
29,Tlaxcala,29047,Lázaro Cárdenas, 3 534,3.52,31.01,1.40,0.26,0.74,0.31,29.25,100.00,92.58,55.741,Bajo,0.87, 1 587
29,Tlaxcala,29048,La Magdalena Tlaltelulco, 19 036,1.88,19.54,0.36,0.59,1.01,0.89,21.11,0.00,79.04,58.757,Muy bajo,0.92, 2 289
29,Tlaxcala,29049,San Damián Texóloc, 5 884,1.68,22.81,0.36,0.36,0.75,0.62,18.14,0.88,75.47,59.054,Muy bajo,0.92, 2 327
29,Tlaxcala,29050,San Francisco Tetlanohcan, 11 761,4.17,28.60,0.83,0.19,0.11,2.51,28.23,0.13,85.26,57.653,Muy bajo,0.90, 2 077
29,Tlaxcala,29051,San Jerónimo Zacualpan, 4 092,2.37,24.47,1.05,0.47,0.64,0.86,18.42,100.00,77.40,57.119,Muy bajo,0.89, 1 950
29,Tlaxcala,29052,San José Teacalco, 6 436,5.03,33.31,2.97,0.81,0.58,1.06,31.50,4.01,85.51,56.812,Muy bajo,0.89, 1 876
29,Tlaxcala,29053,San Juan Huactzinco, 7 688,2.64,24.36,0.34,0.46,1.00,1.60,27.81,0.12,75.11,58.342,Muy bajo,0.91, 2 219
29,Tlaxcala,29054,San Lorenzo Axocomanitla, 5 689,2.29,24.45,0.30,0.16,0.21,0.12,16.15,0.09,79.92,59.009,Muy bajo,0.92, 2 322
29,Tlaxcala,29055,San Lucas Tecopilco, 3 077,5.11,28.54,0.78,0.75,0.59,0.69,19.80,100.00,83.54,56.322,Bajo,0.88, 1 751
29,Tlaxcala,29056,Santa Ana Nopalucan, 7 952,2.91,24.09,0.48,0.40,0.39,5.97,22.65,0.01,79.66,58.156,Muy bajo,0.91, 2 183
29,Tlaxcala,29057,Santa Apolonia Teacalco, 4 636,2.99,23.05,0.65,0.13,0.91,3.63,17.80,100.00,77.20,57.048,Muy bajo,0.89, 1 927
29,Tlaxcala,29058,Santa Catarina Ayometla, 9 463,3.99,29.94,0.37,0.24,0.46,1.30,20.23,0.05,82.99,58.195,Muy bajo,0.91, 2 189
29,Tlaxcala,29059,Santa Cruz Quilehtla, 7 750,2.55,31.10,0.38,0.44,0.09,0.96,24.53,28.30,89.84,57.436,Muy bajo,0.90, 2 029
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla, 5 443,1.93,24.58,0.52,0.20,0.68,0.63,21.12,0.00,84.40,58.539,Muy bajo,0.92, 2 250
30,Veracruz de Ignacio de la Llave,30001,Acajete, 9 701,11.46,53.30,0.79,1.81,3.12,4.88,35.38,100.00,89.48,53.062,Medio,0.83,  896
30,Veracruz de Ignacio de la Llave,30002,Acatlán, 3 441,8.68,52.34,0.12,0.61,0.15,0.23,31.71,100.00,94.92,54.381,Medio,0.85, 1 221
30,Veracruz de Ignacio de la Llave,30003,Acayucan, 80 815,10.39,40.53,1.53,1.04,6.95,5.87,23.74,39.90,85.02,54.972,Bajo,0.86, 1 378
30,Veracruz de Ignacio de la Llave,30004,Actopan, 41 742,10.86,51.65,0.93,0.37,0.86,1.86,17.38,100.00,84.54,54.986,Bajo,0.86, 1 385
30,Veracruz de Ignacio de la Llave,30005,Acula, 5 253,16.10,50.15,5.79,0.90,19.36,1.87,20.09,100.00,86.84,51.815,Alto,0.81,  611
30,Veracruz de Ignacio de la Llave,30006,Acultzingo, 23 100,10.65,52.61,4.79,0.92,22.49,15.50,37.14,66.35,86.60,51.159,Alto,0.80,  501
30,Veracruz de Ignacio de la Llave,30007,Camarón de Tejeda, 6 538,10.41,58.04,11.41,0.92,1.25,2.03,19.28,100.00,91.49,53.059,Medio,0.83,  895
30,Veracruz de Ignacio de la Llave,30008,Alpatláhuac, 10 338,17.40,58.49,0.58,2.39,11.31,7.03,28.45,100.00,90.36,51.463,Alto,0.81,  546
30,Veracruz de Ignacio de la Llave,30009,Alto Lucero de Gutiérrez Barrios, 28 184,13.54,55.68,1.19,0.30,0.98,1.26,17.32,81.41,90.00,54.637,Bajo,0.86, 1 292
30,Veracruz de Ignacio de la Llave,30010,Altotonga, 64 234,13.04,53.73,0.92,1.36,5.22,8.87,36.62,66.31,89.11,53.006,Medio,0.83,  880
30,Veracruz de Ignacio de la Llave,30011,Alvarado, 57 035,6.76,33.41,1.21,0.29,4.19,1.91,15.06,52.52,59.11,57.560,Muy bajo,0.90, 2 061
30,Veracruz de Ignacio de la Llave,30012,Amatitlán, 7 866,13.52,53.29,4.57,0.89,10.50,2.72,15.69,100.00,84.69,53.208,Medio,0.83,  935
30,Veracruz de Ignacio de la Llave,30013,Naranjos Amatlán, 26 843,4.58,31.65,0.50,0.98,6.38,3.82,18.59,28.20,78.84,56.968,Muy bajo,0.89, 1 915
30,Veracruz de Ignacio de la Llave,30014,Amatlán de los Reyes, 46 955,5.72,41.06,1.48,0.74,7.36,4.30,22.93,65.29,81.49,55.483,Bajo,0.87, 1 517
30,Veracruz de Ignacio de la Llave,30015,Angel R. Cabada, 33 839,15.01,52.59,3.62,1.99,4.24,2.40,17.60,60.92,85.65,53.910,Medio,0.84, 1 119
30,Veracruz de Ignacio de la Llave,30016,La Antigua, 28 682,4.62,34.75,0.44,0.31,0.39,1.17,18.84,29.69,75.29,57.843,Muy bajo,0.91, 2 131
30,Veracruz de Ignacio de la Llave,30017,Apazapan, 4 709,6.50,42.10,1.83,0.26,0.62,2.19,16.27,100.00,87.34,55.694,Bajo,0.87, 1 576
30,Veracruz de Ignacio de la Llave,30018,Aquila, 1 978,21.82,69.94,5.23,1.01,2.74,7.61,48.87,100.00,98.76,49.782,Alto,0.78,  321
30,Veracruz de Ignacio de la Llave,30019,Astacinga, 6 909,30.25,67.14,1.20,0.67,3.88,22.62,33.23,100.00,94.34,49.170,Alto,0.77,  253
30,Veracruz de Ignacio de la Llave,30020,Atlahuilco, 11 577,26.22,67.44,1.36,0.37,10.36,28.25,43.15,100.00,96.33,48.281,Muy alto,0.76,  172
30,Veracruz de Ignacio de la Llave,30021,Atoyac, 23 461,6.46,43.73,2.00,0.86,14.57,3.45,22.55,39.05,83.05,55.037,Bajo,0.86, 1 403
30,Veracruz de Ignacio de la Llave,30022,Atzacan, 22 651,13.38,50.12,1.29,1.43,3.14,13.04,40.64,32.14,91.90,53.158,Medio,0.83,  917
30,Veracruz de Ignacio de la Llave,30023,Atzalan, 49 180,16.34,58.65,2.15,2.32,4.26,7.76,32.86,100.00,95.49,51.581,Alto,0.81,  564
30,Veracruz de Ignacio de la Llave,30024,Tlaltetela, 16 485,14.89,60.46,2.00,1.60,1.10,5.98,30.83,65.51,94.23,53.018,Medio,0.83,  884
30,Veracruz de Ignacio de la Llave,30025,Ayahualulco, 27 217,29.25,74.63,0.88,1.28,0.83,8.47,42.22,100.00,96.99,49.622,Alto,0.78,  302
30,Veracruz de Ignacio de la Llave,30026,Banderilla, 25 993,3.85,29.05,0.08,0.24,1.73,1.59,22.59,12.44,68.17,58.392,Muy bajo,0.91, 2 230
30,Veracruz de Ignacio de la Llave,30027,Benito Juárez, 16 120,19.34,58.04,1.00,4.69,28.24,13.50,22.96,100.00,89.48,48.979,Alto,0.77,  234
30,Veracruz de Ignacio de la Llave,30028,Boca del Río, 144 550,2.36,22.21,0.03,0.05,0.40,0.67,13.28,1.76,59.75,59.938,Muy bajo,0.94, 2 411
30,Veracruz de Ignacio de la Llave,30029,Calcahualco, 13 701,22.44,67.47,0.60,1.02,4.15,13.90,41.66,100.00,94.51,50.298,Alto,0.79,  384
30,Veracruz de Ignacio de la Llave,30030,Camerino Z. Mendoza, 41 835,8.79,35.09,0.31,0.27,8.60,8.42,24.53,16.70,79.47,55.923,Bajo,0.88, 1 637
